state,total
Utah,59.5
Utah,4789281.0
Utah,14521857.0
Utah,50046429.0
Utah,30927885.0
Utah,38024486.0
Utah,13317.0
Utah,21.6
Utah,60727.0
Utah,24686.0
Utah,10.2
Utah,75463.0
Utah,1203954.0
Utah,51453266.0
Utah,4.9
Utah,216280.0
Utah,251419.0
Utah,132163.0
Utah,76269.0
Utah,24423.0
Utah,218826.0
Utah,18754.0
Utah,219807.0
Utah,33.6
Utah,82169.62
Vermont,624594.0
Vermont,625741.0
Vermont,-0.2
Vermont,625741.0
Vermont,4.9
Vermont,5.1
Vermont,19.0
Vermont,20.7
Vermont,18.1
Vermont,14.6
Vermont,50.6
Vermont,50.7
Vermont,94.6
Vermont,1.3
Vermont,0.4
Vermont,1.8
Vermont,1.9
Vermont,1.9
Vermont,93.1
Vermont,44708.0
Vermont,4.3
Vermont,329525.0
Vermont,322539.0
Vermont,71.0
Vermont,217500.0
Vermont,1535.0
Vermont,641.0
Vermont,895.0
Vermont,1771.0
Vermont,257167.0
Vermont,2.34
Vermont,86.5
Vermont,5.4
Vermont,91.8
Vermont,36.0
Vermont,10.0
Vermont,4.5
Vermont,66.6
Vermont,63.6
Vermont,1564272.0
Vermont,4457996.0
Vermont,9315494.0
Vermont,6450076.0
Vermont,9933751.0
Vermont,15868.0
Vermont,22.5
Vermont,55176.0
Vermont,29894.0
Vermont,11.9
Vermont,21121.0
Vermont,266363.0
Vermont,10615093.0
Vermont,2.0
Vermont,60312.0
Vermont,75827.0
Vermont,41270.0
Vermont,23417.0
Vermont,2354.0
Vermont,70491.0
Vermont,8237.0
Vermont,63317.0
Vermont,67.9
Vermont,9216.66
Virginia,8411808.0
Virginia,8001041.0
Virginia,5.1
Virginia,8001024.0
Virginia,6.1
Virginia,6.4
Virginia,22.2
Virginia,23.2
Virginia,14.6
Virginia,12.2
Virginia,50.8
Virginia,50.9
Virginia,70.0
Virginia,19.8
Virginia,0.5
Virginia,6.6
Virginia,0.1
Virginia,2.9
Virginia,9.1
Virginia,62.4
Virginia,706539.0
Virginia,11.7
Virginia,3491054.0
Virginia,3364939.0
Virginia,66.2
Virginia,245000.0
Virginia,1711.0
Virginia,433.0
Virginia,1116.0
Virginia,31132.0
Virginia,3062783.0
Virginia,2.62
Virginia,84.4
Virginia,15.4
Virginia,88.3
Virginia,36.3
Virginia,7.7
Virginia,10.1
Virginia,64.7
Virginia,60.8
Virginia,17795901.0
Virginia,47705003.0
Virginia,96389872.0
Virginia,86613641.0
Virginia,110002385.0
Virginia,13438.0
Virginia,27.9
Virginia,65015.0
Virginia,34152.0
Virginia,11.0
Virginia,197384.0
Virginia,3198718.0
Virginia,165788897.0
Virginia,1.2
Virginia,576446.0
Virginia,653193.0
Virginia,353012.0
Virginia,236290.0
Virginia,185043.0
Virginia,450109.0
Virginia,76434.0
Virginia,548439.0
Virginia,202.6
Virginia,39490.09
Washington,7288000.0
Washington,6724545.0
Washington,8.4
Washington,6724540.0
Washington,6.2
Washington,6.5
Washington,22.4
Washington,23.5
Washington,14.8
Washington,12.3
Washington,50.0
Washington,50.2
Washington,80.0
Washington,4.1
Washington,1.9
Washington,8.6
Washington,0.8
Washington,4.6
Washington,12.4
Washington,69.5
Washington,564864.0
Washington,13.4
Washington,3025685.0
Washington,2885677.0
Washington,62.5
Washington,259500.0
Washington,1731.0
Washington,511.0
Washington,1014.0
Washington,44077.0
Washington,2668912.0
Washington,2.56
Washington,82.5
Washington,18.9
Washington,90.4
Washington,32.9
Washington,8.9
Washington,6.9
Washington,63.5
Washington,58.5
Washington,14297278.0
Washington,43966889.0
Washington,131530601.0
Washington,83313366.0
Washington,118924049.0
Washington,17243.0
Washington,26.3
Washington,61062.0
Washington,31762.0
Washington,11.3
Washington,182913.0
Washington,2602408.0
Washington,149258789.0
Washington,2.9
Washington,444135.0
Washington,541522.0
Washington,262650.0
Washington,187677.0
Washington,92807.0
Washington,426697.0
Washington,49331.0
Washington,461401.0
Washington,101.2
Washington,66455.52
West Virginia,1831102.0
West Virginia,1853011.0
West Virginia,-1.2
West Virginia,1852994.0
West Virginia,5.5
West Virginia,5.6
West Virginia,20.5
West Virginia,20.9
West Virginia,18.8
West Virginia,16.0
West Virginia,50.5
West Virginia,50.7
West Virginia,93.6
West Virginia,3.6
West Virginia,0.2
West Virginia,0.8
West Virginia,1.7
West Virginia,1.5
West Virginia,92.3
West Virginia,150021.0
West Virginia,1.5
West Virginia,886640.0
West Virginia,881917.0
West Virginia,72.5
West Virginia,103800.0
West Virginia,966.0
West Virginia,293.0
West Virginia,643.0
West Virginia,2544.0
West Virginia,740890.0
West Virginia,2.43
West Virginia,88.2
West Virginia,2.5
West Virginia,85.0
West Virginia,19.2
West Virginia,14.4
West Virginia,6.5
West Virginia,53.9
West Virginia,49.2
West Virginia,4036333.0
West Virginia,12259395.0
West Virginia,24553072.0
West Virginia,14295437.0
West Virginia,22637923.0
West Virginia,12201.0
West Virginia,25.6
West Virginia,41751.0
West Virginia,23450.0
West Virginia,17.9
West Virginia,36993.0
West Virginia,565435.0
West Virginia,22159084.0
West Virginia,-1.7
West Virginia,88136.0
West Virginia,114435.0
West Virginia,63112.0
West Virginia,39065.0
West Virginia,5777.0
West Virginia,104785.0
West Virginia,12912.0
West Virginia,94960.0
West Virginia,77.1
West Virginia,24038.21
Wisconsin,5778708.0
Wisconsin,5687289.0
Wisconsin,1.6
Wisconsin,5686986.0
Wisconsin,5.8
Wisconsin,6.3
Wisconsin,22.3
Wisconsin,23.6
Wisconsin,16.1
Wisconsin,13.7
Wisconsin,50.3
Wisconsin,50.4
Wisconsin,87.5
Wisconsin,6.6
Wisconsin,1.1
Wisconsin,2.8
Wisconsin,0.1
Wisconsin,1.9
Wisconsin,6.7
Wisconsin,81.7
Wisconsin,381940.0
Wisconsin,4.8
Wisconsin,2668444.0
Wisconsin,2624358.0
Wisconsin,67.3
Wisconsin,165800.0
Wisconsin,1402.0
Wisconsin,532.0
Wisconsin,776.0
Wisconsin,19274.0
Wisconsin,2299107.0
Wisconsin,2.43
Wisconsin,85.8
Wisconsin,8.7
Wisconsin,91.0
Wisconsin,27.8
Wisconsin,8.2
Wisconsin,6.2
Wisconsin,67.1
Wisconsin,63.5
Wisconsin,10303256.0
Wisconsin,40680625.0
Wisconsin,177728926.0
Wisconsin,77066883.0
Wisconsin,78201822.0
Wisconsin,13656.0
Wisconsin,21.9
Wisconsin,53357.0
Wisconsin,28340.0
Wisconsin,11.8
Wisconsin,139500.0
Wisconsin,2503532.0
Wisconsin,112406494.0
Wisconsin,2.2
Wisconsin,341935.0
Wisconsin,432980.0
Wisconsin,236252.0
Wisconsin,133859.0
Wisconsin,40507.0
Wisconsin,379934.0
Wisconsin,39830.0
Wisconsin,370755.0
Wisconsin,105.0
Wisconsin,54157.8
Wyoming,585501.0
Wyoming,563767.0
Wyoming,3.9
Wyoming,563626.0
Wyoming,6.5
Wyoming,7.1
Wyoming,23.7
Wyoming,24.0
Wyoming,15.0
Wyoming,12.4
Wyoming,48.9
Wyoming,49.0
Wyoming,92.8
Wyoming,1.3
Wyoming,2.7
Wyoming,1.0
Wyoming,0.1
Wyoming,2.1
Wyoming,10.0
Wyoming,84.1
Wyoming,48505.0
Wyoming,3.6
Wyoming,270600.0
Wyoming,261868.0
Wyoming,69.1
Wyoming,194800.0
Wyoming,1348.0
Wyoming,386.0
Wyoming,789.0
Wyoming,1727.0
Wyoming,226865.0
Wyoming,2.49
Wyoming,81.9
Wyoming,7.1
Wyoming,92.3
Wyoming,25.7
Wyoming,8.5
Wyoming,13.4
Wyoming,67.7
Wyoming,62.7
Wyoming,1644844.0
Wyoming,3291478.0
Wyoming,10783794.0
Wyoming,5597891.0
Wyoming,9446043.0
Wyoming,16388.0
Wyoming,18.3
Wyoming,58840.0
Wyoming,29803.0
Wyoming,11.3
Wyoming,21040.0
Wyoming,219881.0
Wyoming,10094010.0
Wyoming,48140.0
Wyoming,62427.0
Wyoming,30039.0
Wyoming,19344.0
Wyoming,4077.0
Wyoming,55397.0
Wyoming,6470.0
Wyoming,51353.0
Wyoming,5.8
Wyoming,97093.14
